Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
private,diesel,4058,No,3,"['Paper', 'Glass', 'Metal']",131,rarely,2233
walk/bicycle,No Vehicle,95,Yes,4,"['Paper', 'Plastic']",288,frequently,1419
walk/bicycle,No Vehicle,71,Yes,5,"['Paper', 'Plastic']",192,frequently,2087
public,No Vehicle,1603,No,5,"['Glass', 'Metal']",175,very frequently,2829
public,No Vehicle,1595,Sometimes,2,['Metal'],64,very frequently,3057
walk/bicycle,No Vehicle,92,Sometimes,4,['Plastic'],62,frequently,2337
walk/bicycle,No Vehicle,80,No,3,"['Glass', 'Metal']",56,frequently,1651
walk/bicycle,No Vehicle,21,Sometimes,3,['Paper'],209,frequently,2214
walk/bicycle,No Vehicle,31,No,3,"['Plastic', 'Glass']",136,frequently,1402
walk/bicycle,No Vehicle,3,Sometimes,2,"['Paper', 'Plastic', 'Glass']",284,very frequently,2317
private,electric,2698,Yes,1,['Paper'],276,never,2027
private,electric,1580,Sometimes,5,['Glass'],209,never,1543
private,lpg,5541,Sometimes,3,['Plastic'],86,rarely,2522
private,petrol,7014,Sometimes,2,['Plastic'],238,rarely,3996
public,No Vehicle,1122,Yes,5,"['Paper', 'Plastic', 'Glass']",79,very frequently,2673
private,petrol,1644,Yes,3,"['Plastic', 'Glass', 'Metal']",200,never,2235
public,No Vehicle,1854,Yes,3,['Metal'],214,rarely,1378
walk/bicycle,No Vehicle,72,Yes,6,"['Paper', 'Metal']",59,very frequently,2939
private,petrol,4383,Sometimes,2,"['Plastic', 'Metal']",235,very frequently,4311
walk/bicycle,No Vehicle,69,Sometimes,7,"['Paper', 'Metal']",50,frequently,2107
private,petrol,5954,No,4,[],122,never,3419
private,diesel,9258,Yes,4,['Paper'],218,rarely,3713
private,electric,2041,Sometimes,1,"['Plastic', 'Glass', 'Metal']",156,frequently,1484
private,electric,2033,Sometimes,7,"['Plastic', 'Glass']",289,never,2517
public,No Vehicle,1958,No,7,"['Paper', 'Plastic', 'Glass']",168,frequently,1890
walk/bicycle,No Vehicle,58,Sometimes,5,[],242,frequently,3071
walk/bicycle,No Vehicle,92,No,4,"['Paper', 'Glass', 'Metal']",73,frequently,2073
walk/bicycle,No Vehicle,93,Yes,1,"['Paper', 'Plastic']",145,very frequently,2233
private,electric,7926,No,5,[],214,never,1644
public,No Vehicle,1988,No,7,"['Paper', 'Plastic']",117,very frequently,2957
public,No Vehicle,757,No,4,"['Paper', 'Metal']",118,frequently,2278
private,hybrid,8497,Sometimes,6,[],292,rarely,2813
walk/bicycle,No Vehicle,62,No,4,"['Plastic', 'Glass']",162,frequently,1983
private,petrol,5323,Sometimes,3,['Glass'],209,rarely,2779
walk/bicycle,No Vehicle,17,Yes,5,"['Paper', 'Glass', 'Metal']",222,very frequently,2212
public,No Vehicle,5,Yes,2,[],181,very frequently,2910
public,No Vehicle,1997,Yes,1,"['Paper', 'Plastic', 'Glass']",74,rarely,1051
private,lpg,7153,Sometimes,7,['Metal'],120,frequently,5044
public,No Vehicle,1301,Yes,2,"['Paper', 'Plastic']",163,never,1595
private,lpg,2864,Sometimes,7,"['Paper', 'Plastic', 'Glass']",264,frequently,3745
private,hybrid,6029,Sometimes,3,"['Paper', 'Plastic', 'Glass']",252,rarely,3084
private,electric,825,Yes,7,"['Plastic', 'Metal']",68,frequently,2280
public,No Vehicle,660,Yes,6,['Glass'],177,very frequently,3669
public,No Vehicle,967,Yes,2,"['Plastic', 'Glass', 'Metal']",94,very frequently,1724
public,No Vehicle,1111,Sometimes,3,['Plastic'],247,rarely,1695
public,No Vehicle,884,No,4,"['Paper', 'Metal']",144,very frequently,2423
private,diesel,704,Sometimes,6,"['Plastic', 'Metal']",99,frequently,2130
private,hybrid,2514,Sometimes,5,"['Paper', 'Metal']",278,rarely,2224
private,petrol,3208,No,2,"['Paper', 'Plastic', 'Glass']",89,very frequently,3058
public,No Vehicle,1954,Yes,1,"['Paper', 'Plastic']",69,very frequently,1994
walk/bicycle,No Vehicle,92,Yes,6,"['Plastic', 'Glass']",62,never,1605
public,No Vehicle,1438,Sometimes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",110,rarely,1751
public,No Vehicle,1923,Sometimes,7,"['Paper', 'Glass']",223,frequently,2405
public,No Vehicle,846,Yes,4,"['Paper', 'Glass', 'Metal']",73,frequently,1941
walk/bicycle,No Vehicle,65,Sometimes,5,"['Plastic', 'Glass']",248,rarely,2195
walk/bicycle,No Vehicle,41,Yes,3,"['Plastic', 'Metal']",145,frequently,2106
public,No Vehicle,635,Sometimes,4,"['Paper', 'Plastic', 'Glass', 'Metal']",216,rarely,2516
private,hybrid,9842,Sometimes,4,['Plastic'],255,never,2956
walk/bicycle,No Vehicle,77,No,1,"['Paper', 'Glass', 'Metal']",54,frequently,1678
private,petrol,7953,No,7,['Glass'],189,never,4357
walk/bicycle,No Vehicle,48,No,3,"['Glass', 'Metal']",216,frequently,2249
walk/bicycle,No Vehicle,86,Yes,7,"['Paper', 'Metal']",273,never,776
walk/bicycle,No Vehicle,18,Sometimes,4,"['Glass', 'Metal']",281,frequently,2794
walk/bicycle,No Vehicle,65,Sometimes,5,['Plastic'],171,never,1939
private,hybrid,1844,No,6,"['Paper', 'Glass', 'Metal']",158,frequently,2250
walk/bicycle,No Vehicle,91,Sometimes,7,"['Paper', 'Plastic', 'Glass', 'Metal']",198,rarely,1155
public,No Vehicle,1749,Yes,6,"['Paper', 'Glass', 'Metal']",270,never,1203
private,lpg,4397,Yes,6,"['Plastic', 'Glass']",224,very frequently,4031
public,No Vehicle,1008,Sometimes,5,"['Paper', 'Plastic', 'Metal']",186,very frequently,2364
walk/bicycle,No Vehicle,19,Yes,5,"['Paper', 'Plastic', 'Glass', 'Metal']",122,very frequently,2446
private,lpg,6419,Sometimes,6,"['Plastic', 'Glass', 'Metal']",158,frequently,4445
walk/bicycle,No Vehicle,95,No,3,"['Plastic', 'Metal']",91,rarely,1202
walk/bicycle,No Vehicle,8,Yes,5,"['Plastic', 'Metal']",186,frequently,1670
private,lpg,7008,No,4,['Metal'],272,very frequently,5133
public,No Vehicle,1601,No,7,['Metal'],90,very frequently,2698
walk/bicycle,No Vehicle,0,No,7,"['Paper', 'Plastic']",232,never,2092
private,electric,1072,Yes,3,"['Plastic', 'Glass']",222,rarely,1086
public,No Vehicle,695,No,6,"['Paper', 'Metal']",229,very frequently,2835
walk/bicycle,No Vehicle,42,Sometimes,1,"['Paper', 'Plastic', 'Glass', 'Metal']",99,rarely,987
private,electric,9316,Yes,3,['Glass'],238,rarely,1790
private,lpg,9507,No,5,"['Plastic', 'Glass']",54,very frequently,6621
public,No Vehicle,1635,Yes,7,"['Paper', 'Plastic', 'Glass', 'Metal']",191,frequently,1749
public,No Vehicle,810,No,5,"['Paper', 'Plastic', 'Glass']",97,very frequently,2721
private,diesel,1899,No,6,"['Paper', 'Plastic', 'Glass']",161,rarely,1900
public,No Vehicle,103,No,5,"['Paper', 'Glass', 'Metal']",259,frequently,1756
walk/bicycle,No Vehicle,71,Sometimes,2,"['Glass', 'Metal']",147,frequently,1449
walk/bicycle,No Vehicle,86,Sometimes,1,"['Plastic', 'Glass', 'Metal']",212,rarely,1400
public,No Vehicle,818,No,7,"['Paper', 'Glass', 'Metal']",263,never,1441
private,lpg,4809,Sometimes,4,"['Paper', 'Plastic']",206,very frequently,4031
walk/bicycle,No Vehicle,92,Sometimes,3,"['Glass', 'Metal']",209,rarely,1284
private,electric,3610,No,2,"['Paper', 'Plastic']",236,frequently,1733
private,electric,5696,Sometimes,4,['Paper'],110,rarely,1645
public,No Vehicle,1795,Sometimes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",123,never,1374
walk/bicycle,No Vehicle,98,Yes,5,"['Paper', 'Metal']",297,very frequently,1674
public,No Vehicle,1895,Sometimes,4,"['Paper', 'Metal']",159,very frequently,2811
public,No Vehicle,1321,No,4,['Glass'],165,never,1007
public,No Vehicle,824,No,1,"['Paper', 'Glass']",274,frequently,1466
public,No Vehicle,984,Yes,1,['Plastic'],282,frequently,2173
walk/bicycle,No Vehicle,95,No,6,['Plastic'],212,frequently,2420
private,electric,9746,No,5,"['Paper', 'Plastic', 'Metal']",80,rarely,1660
private,petrol,3315,Yes,6,"['Paper', 'Metal']",204,very frequently,3973
walk/bicycle,No Vehicle,32,Yes,4,"['Paper', 'Plastic', 'Glass']",98,rarely,1387
private,petrol,7885,Yes,6,['Metal'],130,very frequently,6810
walk/bicycle,No Vehicle,51,No,1,"['Plastic', 'Glass', 'Metal']",59,frequently,1130
private,lpg,2916,No,5,"['Paper', 'Metal']",276,never,2393
walk/bicycle,No Vehicle,54,No,5,['Plastic'],273,never,2038
public,No Vehicle,1758,Sometimes,4,"['Paper', 'Glass', 'Metal']",71,never,1652
public,No Vehicle,1414,No,4,"['Plastic', 'Metal']",109,frequently,1475
public,No Vehicle,479,Sometimes,5,[],127,never,1867
walk/bicycle,No Vehicle,25,No,1,"['Plastic', 'Glass', 'Metal']",281,rarely,1467
public,No Vehicle,575,Sometimes,6,['Paper'],108,rarely,1873
public,No Vehicle,23,No,7,"['Paper', 'Metal']",268,very frequently,2212
public,No Vehicle,1401,Sometimes,7,['Paper'],100,very frequently,3044
public,No Vehicle,197,Sometimes,5,[],112,never,1795
public,No Vehicle,780,Yes,7,"['Paper', 'Plastic', 'Glass', 'Metal']",107,rarely,2059
walk/bicycle,No Vehicle,22,Sometimes,4,"['Paper', 'Plastic']",226,frequently,1681
walk/bicycle,No Vehicle,56,Yes,7,"['Plastic', 'Glass']",124,never,1624
public,No Vehicle,57,Sometimes,6,"['Paper', 'Glass', 'Metal']",159,very frequently,2333
private,hybrid,3805,Yes,2,['Paper'],233,very frequently,3171
private,lpg,7958,Sometimes,6,"['Plastic', 'Glass']",144,never,3492
public,No Vehicle,137,Yes,4,"['Plastic', 'Metal']",209,never,1526
walk/bicycle,No Vehicle,82,Yes,3,"['Glass', 'Metal']",118,rarely,1311
walk/bicycle,No Vehicle,8,Sometimes,7,['Metal'],290,frequently,2570
public,No Vehicle,298,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",299,frequently,2474
public,No Vehicle,308,Sometimes,4,"['Plastic', 'Glass', 'Metal']",99,never,1404
private,lpg,8198,No,2,['Metal'],183,rarely,4612
public,No Vehicle,1092,Yes,2,[],161,very frequently,2911
walk/bicycle,No Vehicle,20,Yes,4,"['Paper', 'Metal']",54,very frequently,2635
walk/bicycle,No Vehicle,42,No,6,['Glass'],52,rarely,1735
public,No Vehicle,854,Yes,5,"['Paper', 'Plastic', 'Metal']",118,very frequently,3119
private,electric,1401,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",120,rarely,766
private,lpg,4293,No,6,"['Paper', 'Glass', 'Metal']",266,never,2297
private,diesel,5235,No,2,"['Paper', 'Glass', 'Metal']",229,very frequently,3670
walk/bicycle,No Vehicle,42,Yes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",122,very frequently,2822
public,No Vehicle,317,Sometimes,5,"['Paper', 'Plastic']",290,very frequently,2486
public,No Vehicle,762,Sometimes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",244,frequently,1650
walk/bicycle,No Vehicle,26,Yes,7,"['Paper', 'Plastic']",274,very frequently,3202
walk/bicycle,No Vehicle,99,No,3,"['Paper', 'Plastic', 'Metal']",211,rarely,1133
walk/bicycle,No Vehicle,0,No,4,['Paper'],116,very frequently,3289
walk/bicycle,No Vehicle,70,Yes,5,['Paper'],282,very frequently,2426
walk/bicycle,No Vehicle,70,Yes,7,['Plastic'],53,rarely,2795
private,lpg,1771,Yes,3,['Glass'],222,never,1608
public,No Vehicle,1692,Sometimes,6,"['Paper', 'Plastic', 'Metal']",153,very frequently,2438
public,No Vehicle,909,Sometimes,6,"['Paper', 'Plastic', 'Glass']",286,never,1528
walk/bicycle,No Vehicle,81,Yes,6,"['Paper', 'Plastic']",76,very frequently,3211
private,lpg,8358,Sometimes,5,['Paper'],191,frequently,3941
walk/bicycle,No Vehicle,67,Sometimes,4,"['Paper', 'Plastic', 'Glass']",254,very frequently,2454
public,No Vehicle,1862,No,5,"['Plastic', 'Metal']",226,frequently,2198
private,lpg,3800,Sometimes,7,"['Paper', 'Metal']",266,rarely,2126
public,No Vehicle,1287,Sometimes,5,"['Paper', 'Plastic', 'Metal']",207,rarely,1581
public,No Vehicle,1320,Yes,1,"['Paper', 'Glass']",137,frequently,2153
private,lpg,7468,No,7,"['Paper', 'Glass', 'Metal']",95,rarely,4422
public,No Vehicle,480,No,2,"['Paper', 'Plastic', 'Glass']",125,never,1667
public,No Vehicle,1301,No,4,"['Glass', 'Metal']",279,very frequently,2768
walk/bicycle,No Vehicle,50,Yes,5,"['Plastic', 'Glass', 'Metal']",64,frequently,1493
public,No Vehicle,1598,Yes,2,['Glass'],183,frequently,1974
public,No Vehicle,963,Sometimes,6,['Paper'],271,frequently,1783
walk/bicycle,No Vehicle,3,Sometimes,3,"['Paper', 'Plastic', 'Glass']",139,very frequently,2380
walk/bicycle,No Vehicle,42,Sometimes,5,[],244,frequently,2324
private,lpg,732,No,7,"['Paper', 'Glass']",159,rarely,2262
walk/bicycle,No Vehicle,25,No,4,"['Paper', 'Plastic']",189,frequently,2173
private,lpg,196,No,4,"['Plastic', 'Glass']",187,never,1662
public,No Vehicle,638,Sometimes,4,"['Plastic', 'Metal']",227,rarely,1781
walk/bicycle,No Vehicle,50,Yes,2,['Glass'],144,frequently,2176
walk/bicycle,No Vehicle,16,Sometimes,5,"['Paper', 'Glass']",196,never,1731
private,hybrid,5393,Yes,3,"['Glass', 'Metal']",169,rarely,2303
walk/bicycle,No Vehicle,83,Sometimes,5,"['Plastic', 'Glass']",123,never,2162
private,petrol,7749,Sometimes,5,"['Paper', 'Glass', 'Metal']",247,very frequently,6069
public,No Vehicle,860,Yes,4,[],289,very frequently,3811
walk/bicycle,No Vehicle,65,Sometimes,2,['Paper'],207,never,1097
private,hybrid,2761,Yes,3,"['Paper', 'Plastic']",295,very frequently,2188
private,electric,9445,No,5,"['Paper', 'Plastic', 'Glass']",299,very frequently,3779
public,No Vehicle,64,Yes,2,"['Paper', 'Plastic', 'Metal']",57,never,1179
private,electric,6726,Yes,7,"['Paper', 'Glass']",240,never,848
walk/bicycle,No Vehicle,81,Yes,2,"['Paper', 'Metal']",240,frequently,2239
walk/bicycle,No Vehicle,54,Sometimes,4,"['Plastic', 'Metal']",82,rarely,1509
walk/bicycle,No Vehicle,37,Sometimes,6,"['Paper', 'Plastic']",214,very frequently,3058
walk/bicycle,No Vehicle,18,No,3,"['Paper', 'Glass']",275,very frequently,1825
walk/bicycle,No Vehicle,70,Sometimes,7,['Glass'],131,never,2034
public,No Vehicle,203,Yes,7,"['Glass', 'Metal']",123,very frequently,1997
private,diesel,5287,Yes,4,"['Plastic', 'Glass']",190,rarely,2801
walk/bicycle,No Vehicle,52,No,6,"['Paper', 'Plastic', 'Glass', 'Metal']",64,very frequently,2753
public,No Vehicle,1934,Yes,5,"['Glass', 'Metal']",276,very frequently,2912
walk/bicycle,No Vehicle,69,No,2,"['Paper', 'Plastic', 'Glass']",243,never,1642
private,diesel,4306,No,5,['Paper'],136,never,2207
public,No Vehicle,840,Sometimes,1,['Glass'],163,rarely,1283
walk/bicycle,No Vehicle,53,Sometimes,5,['Plastic'],263,never,1161
public,No Vehicle,1935,No,3,"['Plastic', 'Glass', 'Metal']",194,very frequently,2156
walk/bicycle,No Vehicle,32,No,3,"['Paper', 'Glass', 'Metal']",108,frequently,1639
private,diesel,555,Yes,7,[],271,very frequently,2278
private,hybrid,6898,Sometimes,2,[],91,very frequently,2964
public,No Vehicle,1643,Sometimes,1,"['Plastic', 'Glass', 'Metal']",243,never,1183
walk/bicycle,No Vehicle,57,Sometimes,7,['Metal'],93,very frequently,2274
public,No Vehicle,1850,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",168,rarely,1544
public,No Vehicle,1996,No,5,['Glass'],179,very frequently,2404
private,diesel,5413,Yes,2,"['Paper', 'Plastic', 'Glass', 'Metal']",246,rarely,2108
walk/bicycle,No Vehicle,6,Sometimes,1,"['Paper', 'Glass']",231,very frequently,2094
public,No Vehicle,1727,Yes,7,['Glass'],198,never,1967
walk/bicycle,No Vehicle,75,Yes,7,"['Paper', 'Plastic', 'Metal']",267,frequently,1750
private,petrol,5499,Sometimes,4,['Glass'],81,rarely,3800
private,lpg,8786,No,2,"['Plastic', 'Glass', 'Metal']",193,never,3266
public,No Vehicle,1531,No,5,"['Plastic', 'Metal']",183,never,1704
walk/bicycle,No Vehicle,50,No,7,['Metal'],94,never,1974
private,hybrid,5310,Yes,1,['Plastic'],296,rarely,2288
walk/bicycle,No Vehicle,79,Sometimes,4,['Paper'],239,never,1397
public,No Vehicle,1215,Yes,5,"['Plastic', 'Metal']",87,very frequently,2336
private,hybrid,8809,Yes,5,['Metal'],286,frequently,3799
walk/bicycle,No Vehicle,46,No,6,"['Paper', 'Plastic', 'Glass', 'Metal']",117,very frequently,2313
private,electric,9285,No,6,"['Paper', 'Plastic']",296,never,1616
walk/bicycle,No Vehicle,2,Sometimes,2,"['Paper', 'Metal']",241,frequently,1353
private,hybrid,9352,Sometimes,6,['Glass'],127,very frequently,5015
private,electric,8920,Yes,2,"['Plastic', 'Glass']",203,frequently,2179
walk/bicycle,No Vehicle,25,Sometimes,7,"['Plastic', 'Metal']",58,frequently,1376
walk/bicycle,No Vehicle,14,Yes,3,"['Paper', 'Glass', 'Metal']",261,very frequently,1752
private,petrol,5278,Sometimes,3,[],218,never,3312
walk/bicycle,No Vehicle,75,Sometimes,3,"['Plastic', 'Glass', 'Metal']",192,frequently,2025
private,lpg,7148,Yes,7,['Metal'],194,frequently,3633
walk/bicycle,No Vehicle,31,No,5,[],92,rarely,2445
public,No Vehicle,2,Sometimes,2,"['Paper', 'Metal']",147,frequently,1151
walk/bicycle,No Vehicle,88,Yes,3,"['Paper', 'Plastic', 'Metal']",237,frequently,2080
public,No Vehicle,342,No,3,"['Paper', 'Plastic']",274,rarely,1164
public,No Vehicle,1962,No,3,"['Paper', 'Glass']",270,rarely,1037
private,lpg,9014,Yes,3,"['Paper', 'Plastic', 'Glass', 'Metal']",244,very frequently,3949
public,No Vehicle,1557,No,4,"['Plastic', 'Glass', 'Metal']",267,rarely,1546
public,No Vehicle,1537,No,1,"['Paper', 'Plastic', 'Glass']",121,rarely,1219
public,No Vehicle,293,Yes,2,"['Paper', 'Metal']",259,rarely,1304
private,hybrid,6180,Sometimes,7,"['Paper', 'Plastic', 'Glass']",196,very frequently,3958
walk/bicycle,No Vehicle,61,Yes,1,"['Paper', 'Plastic', 'Glass', 'Metal']",54,rarely,851
walk/bicycle,No Vehicle,11,Yes,6,"['Plastic', 'Glass', 'Metal']",63,frequently,1357
walk/bicycle,No Vehicle,80,Sometimes,4,['Paper'],193,rarely,1869
private,diesel,8717,No,6,"['Paper', 'Metal']",183,rarely,3635
public,No Vehicle,1604,No,3,"['Paper', 'Plastic', 'Metal']",146,very frequently,2279
private,hybrid,9050,No,5,"['Paper', 'Glass']",69,very frequently,4851
walk/bicycle,No Vehicle,86,Yes,7,"['Paper', 'Plastic']",168,never,1510
walk/bicycle,No Vehicle,21,Yes,4,['Metal'],253,never,1447
private,hybrid,1760,Yes,3,"['Paper', 'Plastic', 'Glass']",93,very frequently,2105
public,No Vehicle,631,Sometimes,3,"['Paper', 'Glass', 'Metal']",270,rarely,891
public,No Vehicle,755,No,1,['Paper'],170,never,1336
walk/bicycle,No Vehicle,1,Yes,4,"['Paper', 'Glass']",221,frequently,2207
private,lpg,6482,Yes,7,"['Paper', 'Metal']",191,very frequently,5918
walk/bicycle,No Vehicle,76,Yes,3,"['Glass', 'Metal']",80,rarely,1514
public,No Vehicle,1795,No,4,"['Plastic', 'Metal']",100,frequently,2499
public,No Vehicle,311,No,2,[],118,frequently,1632
public,No Vehicle,1959,Sometimes,5,"['Paper', 'Glass', 'Metal']",265,rarely,1826
walk/bicycle,No Vehicle,52,Sometimes,5,['Glass'],235,never,1656
walk/bicycle,No Vehicle,14,Yes,3,"['Paper', 'Plastic', 'Glass']",126,very frequently,2418
public,No Vehicle,649,Sometimes,4,"['Plastic', 'Metal']",155,never,1459
walk/bicycle,No Vehicle,69,No,4,"['Paper', 'Plastic', 'Metal']",82,never,1874
walk/bicycle,No Vehicle,29,No,1,"['Plastic', 'Glass']",92,never,1057
walk/bicycle,No Vehicle,96,Sometimes,1,"['Plastic', 'Glass', 'Metal']",94,very frequently,2782
walk/bicycle,No Vehicle,50,No,7,"['Plastic', 'Glass', 'Metal']",98,never,1809
private,petrol,1614,Yes,3,"['Plastic', 'Glass']",184,very frequently,2612
public,No Vehicle,601,Sometimes,5,['Glass'],286,frequently,2866
private,lpg,4215,Yes,4,"['Paper', 'Plastic', 'Glass']",243,rarely,2578
public,No Vehicle,1890,No,6,"['Plastic', 'Glass']",91,rarely,1322
public,No Vehicle,909,Sometimes,1,['Glass'],92,very frequently,2249
public,No Vehicle,1046,No,5,"['Paper', 'Plastic']",230,very frequently,3301
public,No Vehicle,1394,No,7,"['Paper', 'Plastic']",105,very frequently,2599
walk/bicycle,No Vehicle,15,Yes,6,"['Paper', 'Plastic', 'Glass', 'Metal']",205,very frequently,2741
private,lpg,6127,Yes,7,"['Paper', 'Plastic', 'Metal']",133,never,2467
walk/bicycle,No Vehicle,98,No,4,"['Paper', 'Metal']",151,never,1579
public,No Vehicle,1372,Yes,7,"['Glass', 'Metal']",57,never,2456
public,No Vehicle,1978,Sometimes,7,"['Plastic', 'Glass']",251,very frequently,2161
public,No Vehicle,1108,Yes,7,['Glass'],113,never,1565
public,No Vehicle,1957,No,2,"['Plastic', 'Glass', 'Metal']",138,rarely,2271
public,No Vehicle,3,No,2,['Plastic'],79,very frequently,3439
public,No Vehicle,415,No,6,"['Paper', 'Plastic', 'Glass']",64,frequently,2573
public,No Vehicle,1818,Yes,4,['Plastic'],291,rarely,1544
public,No Vehicle,639,Yes,7,"['Paper', 'Glass', 'Metal']",148,never,791
public,No Vehicle,388,Yes,3,"['Plastic', 'Glass']",275,rarely,1264
public,No Vehicle,804,No,7,"['Plastic', 'Glass', 'Metal']",289,frequently,3011
private,diesel,4084,No,3,"['Paper', 'Plastic', 'Glass', 'Metal']",84,never,2780
walk/bicycle,No Vehicle,30,Sometimes,2,[],244,rarely,1273
public,No Vehicle,1488,No,3,['Paper'],64,rarely,1332
public,No Vehicle,447,Yes,5,[],179,rarely,1594
public,No Vehicle,1476,No,7,"['Paper', 'Plastic']",263,rarely,2322
public,No Vehicle,1368,Sometimes,4,"['Paper', 'Plastic']",268,never,1410
walk/bicycle,No Vehicle,8,No,1,[],128,very frequently,3159
public,No Vehicle,1227,Yes,2,"['Plastic', 'Glass']",101,never,1159
public,No Vehicle,1597,Sometimes,7,"['Paper', 'Plastic']",63,frequently,2970
public,No Vehicle,574,Yes,7,"['Paper', 'Plastic', 'Glass']",66,never,1711
walk/bicycle,No Vehicle,19,Yes,1,[],51,frequently,1211
walk/bicycle,No Vehicle,73,Sometimes,2,"['Glass', 'Metal']",222,frequently,1514
public,No Vehicle,338,No,1,['Paper'],116,frequently,1649
public,No Vehicle,1527,Sometimes,1,['Paper'],245,never,789
walk/bicycle,No Vehicle,95,No,5,['Metal'],81,never,1280
walk/bicycle,No Vehicle,69,Sometimes,5,['Paper'],173,never,1182
private,lpg,2266,Yes,3,"['Plastic', 'Glass']",260,rarely,2727
public,No Vehicle,885,Yes,7,"['Paper', 'Plastic']",251,never,2299
