Transport,Vehicle Type,Vehicle Monthly Distance Km,Energy efficiency,Waste Bag Weekly Count,Recycling,Monthly Grocery Bill,Frequency of Traveling by Air,CarbonEmission
0,2,5140,2,7,9,236,1,1884
0,3,1545,0,3,2,174,2,1721
2,0,78,0,1,6,238,1,889
1,0,1483,1,4,2,280,3,2940
0,4,9964,2,5,4,275,3,4712
2,0,51,0,3,5,271,1,1346
2,0,13,2,6,4,189,2,1218
2,0,75,0,4,10,86,1,771
2,0,97,1,4,15,169,1,1339
1,0,94,2,3,5,208,2,1801
1,0,975,1,3,10,262,2,1484
2,0,4,1,6,13,156,0,1619
2,0,69,2,3,11,68,1,1027
0,5,3430,2,6,4,74,0,3169
0,4,7993,0,1,14,108,0,4042
0,1,4870,2,2,6,238,3,4631
2,0,21,2,6,14,241,0,2305
2,0,31,0,6,4,212,3,2951
2,0,89,2,5,8,53,2,1352
1,0,1417,2,3,3,204,3,2262
2,0,57,2,5,13,67,2,863
0,2,9123,2,4,15,62,0,2539
0,4,9070,0,7,8,151,3,6816
2,0,41,2,6,13,296,3,2928
2,0,2,2,6,7,200,2,1749
2,0,99,2,5,1,166,1,1145
1,0,1323,2,6,5,175,3,3454
0,1,274,2,1,14,189,2,2066
2,0,16,0,3,5,52,0,1062
0,4,8390,2,7,11,125,1,4260
0,1,3379,0,1,11,90,2,2128
2,0,98,1,4,8,195,2,1982
2,0,67,2,6,0,159,0,2186
2,0,51,0,5,1,255,3,3010
0,3,2215,2,4,4,208,1,1562
1,0,995,1,4,8,138,0,1568
2,0,82,1,4,6,105,1,790
1,0,1405,2,3,12,230,2,2566
0,2,9206,0,3,11,77,1,626
2,0,31,1,1,9,262,2,1501
0,5,5475,0,5,15,261,2,3612
2,0,82,2,7,8,65,3,2361
0,1,9663,1,3,8,246,2,4347
1,0,1436,1,1,10,119,0,2240
2,0,76,1,3,15,230,1,2045
1,0,1253,2,2,1,135,3,2677
2,0,65,1,6,1,141,0,1793
1,0,500,0,5,13,173,2,2313
2,0,43,1,3,6,180,1,996
0,1,5774,2,7,1,98,3,3222
0,2,2062,0,6,2,115,1,1523
1,0,18,2,5,10,273,2,2412
0,5,1741,1,6,2,198,1,3325
2,0,63,1,7,5,155,0,1910
0,1,5307,2,4,6,196,0,2673
1,0,1984,0,3,1,135,2,1644
0,1,7952,2,3,8,263,3,4496
2,0,93,2,5,15,55,2,1474
2,0,29,2,7,14,190,3,2761
0,3,2073,1,4,8,156,2,2011
0,2,9371,1,4,11,82,0,2209
2,0,7,1,4,12,77,1,1911
2,0,36,1,6,0,282,3,2551
2,0,35,0,2,14,101,1,1045
1,0,1787,0,3,9,205,3,3995
0,2,8250,2,4,11,149,3,2901
1,0,909,2,4,6,115,3,2958
1,0,356,0,4,7,135,1,1409
2,0,47,2,5,15,167,3,2511
0,1,6142,2,4,11,175,3,4173
1,0,1808,1,5,12,225,2,1809
1,0,1578,2,6,11,205,3,2850
0,2,3657,0,7,8,114,1,1466
2,0,92,0,4,12,148,3,2403
2,0,74,0,5,13,128,1,1045
1,0,120,0,4,3,128,2,1461
2,0,19,0,6,14,279,0,3290
1,0,521,2,6,15,106,3,2278
2,0,83,0,7,14,169,1,1443
1,0,501,1,6,2,285,3,2225
1,0,113,0,5,9,151,3,3071
1,0,654,1,1,8,130,1,1183
1,0,1733,2,4,2,228,0,1580
2,0,83,2,4,2,159,1,1386
1,0,707,2,2,3,209,2,1384
0,5,3756,2,6,13,155,0,3439
2,0,56,0,7,6,90,2,1103
0,5,7918,1,1,15,81,0,4286
0,1,4757,2,3,11,50,2,2272
0,1,4411,0,1,13,105,2,2482
2,0,62,1,4,2,173,1,1565
1,0,1,2,1,14,189,0,2144
2,0,28,2,3,6,178,3,2082
2,0,43,0,7,15,271,1,2129
0,2,5823,2,6,4,282,0,1644
2,0,8,1,2,11,267,2,1494
1,0,1271,2,4,11,231,0,1872
0,5,9845,1,6,2,111,1,4663
1,0,1157,2,7,9,148,1,2013
1,0,476,2,6,15,224,2,2164
1,0,482,0,6,5,84,0,2314
1,0,319,1,5,7,267,3,2610
2,0,50,1,1,11,189,3,2898
0,1,6395,0,2,3,54,0,3314
1,0,1195,2,5,4,163,0,1496
0,3,4288,1,6,4,216,3,3710
2,0,51,0,7,7,210,0,2464
1,0,62,2,3,15,256,2,1503
1,0,84,2,2,11,125,2,748
1,0,1267,0,1,11,69,1,1497
1,0,1920,1,2,1,51,3,2175
1,0,1022,2,6,11,298,2,1707
1,0,103,2,6,2,205,3,2163
0,2,6654,2,1,0,192,1,965
1,0,364,1,6,7,72,1,1463
2,0,77,1,4,3,70,0,1579
1,0,436,1,6,1,135,0,1890
1,0,808,1,5,10,57,3,2563
1,0,1299,1,5,13,156,2,2018
2,0,45,0,6,10,142,3,3317
2,0,0,1,3,7,249,0,1640
0,5,5203,1,7,0,202,2,4151
2,0,89,1,2,9,57,0,2212
1,0,1339,2,3,4,133,0,2211
1,0,655,1,6,8,225,0,2309
1,0,1705,2,5,3,85,2,1698
0,4,2498,2,7,3,161,2,2521
0,2,5145,1,4,8,211,0,1930
0,3,4595,2,4,8,166,0,1866
2,0,39,1,2,2,290,3,2923
2,0,0,1,7,12,234,0,2600
2,0,6,0,3,12,82,3,3128
2,0,2,2,7,8,230,2,1601
0,4,6434,0,7,4,246,3,4052
1,0,224,1,6,4,110,2,1890
0,5,3291,0,5,12,69,2,2627
1,0,983,1,7,15,282,1,2665
1,0,1218,0,4,2,285,2,1144
1,0,1505,2,4,4,54,0,2040
2,0,3,1,4,3,140,3,2217
0,1,189,2,2,1,101,3,2614
1,0,1749,0,7,0,296,3,3308
0,4,4037,2,7,6,95,0,2414
1,0,1747,2,4,12,52,1,1358
0,4,2376,0,1,12,279,0,3488
0,2,875,0,3,11,124,2,1283
1,0,1997,1,5,8,57,0,2199
1,0,1097,0,6,15,68,3,3894
2,0,58,1,7,0,286,2,2440
2,0,31,0,4,14,226,0,2547
2,0,60,1,6,10,259,1,1435
0,5,3709,2,3,7,52,1,2227
1,0,178,1,1,0,60,3,2342
1,0,1465,0,2,8,138,1,780
2,0,85,0,5,14,84,3,2300
2,0,26,2,3,1,203,0,1729
2,0,49,2,5,3,298,2,1323
1,0,578,1,2,10,225,3,2515
2,0,77,2,4,5,109,0,2393
1,0,1507,1,5,8,73,0,1285
0,3,75,1,1,10,141,0,2485
0,2,4749,1,5,2,242,0,2252
0,3,4592,1,7,1,171,0,2543
2,0,1,1,1,5,192,0,2092
0,5,2950,2,7,5,279,3,3772
2,0,98,0,1,7,64,3,3097
0,2,5517,2,4,3,257,3,2758
0,5,4424,2,4,4,276,1,3306
1,0,1916,1,2,11,150,0,1669
0,1,4333,2,2,8,112,3,3810
2,0,90,2,5,15,180,3,3099
0,2,1210,0,2,5,70,3,2461
2,0,97,1,1,9,52,0,1310
1,0,1099,1,4,13,244,2,1767
1,0,1934,0,6,7,280,1,1871
1,0,783,0,6,9,227,0,2230
2,0,46,0,5,15,189,2,2910
1,0,1250,0,4,14,196,3,2708
0,4,8105,2,5,2,255,0,4099
0,4,9007,2,1,10,109,2,3358
0,4,2349,2,6,12,229,2,1633
1,0,1671,0,4,9,288,3,2479
1,0,1330,1,2,13,204,3,2539
2,0,71,0,1,3,228,0,2158
2,0,6,1,6,6,122,3,2623
2,0,95,2,6,13,95,2,1589
1,0,645,0,4,15,137,1,1318
0,1,486,2,1,9,195,0,1894
2,0,0,1,6,3,188,3,2647
2,0,57,2,2,14,74,2,1581
1,0,575,2,5,12,94,0,1543
1,0,1483,1,4,0,110,2,1862
0,1,7545,1,5,13,271,0,3946
1,0,201,0,3,12,100,1,1878
1,0,468,2,7,10,291,1,1782
2,0,17,0,4,9,241,0,1653
2,0,51,0,5,0,151,3,1997
0,4,8722,1,6,0,91,3,5964
0,4,3972,2,7,2,194,1,2680
2,0,51,2,1,14,158,0,1559
2,0,27,0,3,13,281,2,2137
0,4,503,2,3,7,205,1,1232
1,0,362,2,2,2,135,1,1218
2,0,62,2,7,8,200,1,2218
0,4,9232,1,6,15,195,1,5064
0,4,3233,1,4,15,59,2,2633
0,4,6659,0,2,13,145,3,5502
2,0,86,0,7,3,156,0,2960
2,0,85,1,1,12,262,2,1156
1,0,1405,2,4,6,121,0,1877
2,0,5,0,4,13,233,2,2184
2,0,12,1,1,4,225,2,1009
1,0,459,1,4,1,112,2,1965
1,0,1748,1,3,0,130,1,1098
2,0,70,2,2,2,56,2,1152
0,3,2054,2,1,2,146,3,2751
0,2,5095,0,4,6,284,0,1674
0,2,3850,0,5,1,239,2,1961
1,0,1013,1,7,13,287,2,1447
2,0,92,0,7,6,52,2,1811
2,0,4,1,4,1,83,3,2476
1,0,894,0,2,8,193,3,2637
1,0,1393,0,7,9,268,0,3738
0,5,6239,2,3,0,90,2,4723
0,5,5278,1,6,12,146,0,5106
0,3,125,0,4,12,251,1,1268
1,0,1306,1,7,12,181,1,2135
0,2,4458,2,5,9,55,3,2310
2,0,49,0,5,2,247,2,1684
1,0,324,1,2,9,249,0,1941
0,2,9384,2,2,9,79,0,1861
2,0,34,1,5,4,253,1,1964
0,3,8101,2,3,4,239,2,3397
1,0,422,1,4,6,146,2,2717
2,0,73,1,3,6,172,2,698
0,1,463,0,2,15,120,3,2929
0,1,8107,1,6,7,216,3,4693
2,0,62,1,3,14,85,3,2618
1,0,955,1,6,11,105,2,2032
0,4,3470,2,4,15,205,3,4378
2,0,1,0,3,14,228,0,1978
2,0,96,2,1,13,82,3,1821
2,0,72,1,2,15,271,0,2114
2,0,50,1,4,7,269,2,1430
2,0,94,2,5,2,246,2,1879
2,0,0,0,5,8,115,1,1365
2,0,85,1,7,9,260,0,1786
1,0,714,1,1,10,189,2,1657
1,0,1047,2,6,5,152,1,1434
1,0,1276,0,5,8,226,3,2738
0,3,7656,1,5,12,87,3,4633
1,0,302,0,5,9,82,3,2808
2,0,76,1,5,8,96,2,1609
1,0,1693,0,6,13,230,0,2626
2,0,6,2,6,10,198,1,1908
2,0,4,2,6,0,134,3,3131
1,0,883,2,2,14,244,0,2255
1,0,1202,0,3,11,151,2,783
0,4,1536,1,5,2,73,1,1518
2,0,47,2,6,0,135,2,1692
1,0,541,0,7,14,119,3,4038
2,0,92,2,1,1,117,1,1417
0,4,3183,1,4,12,268,3,2509
0,2,6192,2,5,5,93,2,1103
2,0,68,1,3,6,276,3,2580
1,0,1688,1,4,2,94,2,1914
0,3,11,0,3,6,197,2,751
0,4,2119,1,2,15,162,2,2366
2,0,75,2,4,11,101,1,758
0,3,2180,2,4,15,92,2,1781
0,5,8931,2,4,5,62,3,5517
1,0,1490,0,6,13,228,1,2199
1,0,272,1,2,2,130,2,1204
0,5,5095,2,2,2,205,3,4320
1,0,1388,1,5,7,278,2,1622
1,0,1993,2,6,11,153,1,1347
2,0,23,1,7,6,179,0,1899
1,0,1785,1,6,5,161,2,1870
0,2,7557,0,4,8,173,2,1489
2,0,27,2,3,12,188,3,2210
1,0,1801,1,2,11,176,3,2749
1,0,1766,0,2,15,177,3,2861
2,0,79,2,7,9,70,3,2438
2,0,22,0,4,10,158,0,1872
1,0,1928,0,6,3,106,2,2001
2,0,50,0,6,14,105,2,1573
0,3,3162,0,3,6,100,3,2773
2,0,81,1,5,4,185,2,1765
2,0,69,0,3,9,297,0,1776
0,2,1919,1,3,14,102,1,2253
2,0,69,1,5,0,220,3,3498
1,0,819,1,4,11,143,0,2010
2,0,6,2,6,11,208,0,2299
2,0,92,0,7,15,106,0,2774
2,0,13,2,3,8,60,1,1755
2,0,69,0,3,14,76,0,2571
1,0,1024,0,2,10,233,2,1548
1,0,408,0,7,2,185,0,2538
1,0,1319,1,3,4,297,1,1281
0,4,7598,1,5,3,202,1,3590
1,0,1062,0,4,1,257,3,3320
2,0,12,0,1,5,272,1,738
2,0,19,1,7,1,274,3,3147
1,0,1004,2,1,1,148,0,2461
0,1,7363,2,1,15,178,2,3029
2,0,68,1,1,15,258,2,1739
2,0,55,1,6,4,263,2,1621
1,0,1785,1,1,1,193,2,1769
1,0,376,1,5,11,98,1,1151
1,0,1516,0,6,12,292,3,3180
2,0,65,0,6,5,105,2,1065
2,0,20,0,2,15,227,1,2280
2,0,98,0,5,5,136,0,2410
0,3,288,2,2,8,50,1,1042
0,3,4998,2,4,15,116,2,2386
0,1,1340,1,2,10,91,2,1414
1,0,1507,1,3,3,202,1,1024
2,0,38,0,2,10,114,0,1694
0,3,9798,0,6,3,240,2,3170
2,0,40,1,6,15,155,2,1833
2,0,19,1,4,7,267,3,2912
1,0,1386,0,7,9,110,1,2327
2,0,71,1,7,1,191,3,2124
1,0,1767,0,3,11,69,1,1483
2,0,24,2,3,7,289,0,1913
0,1,1658,2,3,4,57,0,2228
2,0,1,0,7,0,285,1,2283
2,0,55,0,5,9,272,3,2945
0,4,5964,1,4,15,87,0,3176
2,0,28,1,1,9,92,1,1236
0,3,7304,1,3,9,266,0,2693
2,0,28,1,1,3,234,0,1809
2,0,24,0,3,3,89,3,2055
1,0,658,1,1,8,279,0,1320
2,0,34,2,3,2,278,2,1344
2,0,80,0,1,7,288,2,1532
1,0,996,1,5,0,185,0,2306
1,0,1993,1,4,15,298,1,2430
2,0,80,0,4,6,124,2,846
0,5,6574,0,5,6,228,1,3263
2,0,2,2,6,6,235,3,2424
1,0,1697,2,5,12,80,1,1171
2,0,20,2,2,10,202,2,1289
0,4,8770,1,1,14,218,2,3716
1,0,111,2,7,7,145,3,2967
1,0,74,2,7,9,131,3,2457
2,0,41,0,6,13,204,1,2845
0,1,8194,2,6,3,163,3,4790
1,0,203,1,5,8,287,3,2179
0,4,5074,0,7,5,213,2,4622
2,0,20,2,1,14,233,1,1964
1,0,551,2,6,15,144,1,1351
2,0,86,1,4,11,245,2,1125
0,5,8922,2,4,11,150,0,7033
1,0,1412,2,1,1,154,2,1591
1,0,616,0,3,1,60,0,1711
1,0,998,1,3,6,73,0,1095
0,3,2791,0,5,14,182,3,3326
2,0,45,1,7,10,192,3,2127
0,1,6207,2,7,5,259,0,2929
1,0,1960,1,1,0,210,3,2161
0,5,1614,2,1,6,96,0,1952
0,2,5175,2,6,1,187,2,1650
1,0,952,0,7,7,84,2,1672
0,3,5738,1,3,8,132,2,2240
0,3,8317,1,6,10,141,2,3238
2,0,11,0,7,8,275,2,2045
2,0,52,2,6,7,269,3,2563
1,0,833,1,7,12,176,3,3094
1,0,452,1,4,9,55,0,1499
1,0,590,2,1,4,158,2,1171
1,0,1840,1,2,1,157,1,1814
0,4,1060,0,1,15,296,0,2376
0,3,5074,2,1,12,108,1,1818
1,0,1134,0,3,7,176,2,1559
0,2,1518,1,2,13,60,0,2458
1,0,1801,2,5,9,138,3,2646
1,0,1903,2,4,1,202,2,1447
1,0,770,2,4,3,60,1,971
2,0,0,2,4,2,185,0,1346
2,0,10,1,1,5,205,2,1514
0,3,2801,1,7,12,212,2,2738
0,1,8272,1,4,12,69,0,4981
2,0,85,0,7,8,81,3,2871
1,0,785,0,7,1,109,0,3062
0,2,9740,0,2,5,294,1,1041
1,0,434,1,3,7,217,0,1614
2,0,31,0,7,3,247,1,1243
1,0,1262,0,4,6,77,1,998
2,0,82,0,3,8,208,3,3383
1,0,324,0,3,10,200,2,1553
2,0,79,0,2,1,98,2,1255
0,5,4579,2,6,0,185,0,2839
2,0,9,1,3,14,203,2,1920
0,5,6734,0,6,1,292,1,4102
0,3,2226,2,3,10,134,2,1807
1,0,895,2,6,2,217,2,1550
1,0,1383,1,3,6,118,0,2033
2,0,8,1,5,1,84,2,1828
2,0,39,0,6,11,283,3,3053
2,0,57,2,1,11,265,2,1320
1,0,407,0,3,0,201,3,2109
0,3,414,2,4,14,265,2,1715
2,0,69,0,7,6,84,1,1124
0,3,6926,2,2,4,102,2,1939
1,0,361,0,2,5,249,1,888
1,0,1496,1,1,9,170,2,2379
2,0,59,0,6,6,75,0,1971
1,0,752,0,1,4,121,3,2268
0,1,8003,2,7,12,228,2,4299
0,3,5308,2,5,14,196,2,2297
1,0,235,0,5,4,121,2,1213
0,1,6512,1,1,5,227,0,4048
2,0,7,0,2,13,287,2,1950
1,0,1901,0,5,0,58,2,1149
1,0,1334,2,4,3,114,1,1365
0,2,6840,0,7,4,219,2,1966
2,0,70,1,2,14,57,3,1965
0,1,3371,1,6,3,133,3,3934
0,5,8669,1,5,13,183,1,4684
2,0,70,2,4,4,128,0,1564
1,0,98,2,5,15,281,0,2677
2,0,22,2,7,11,242,2,1101
2,0,96,0,4,14,208,3,3189
1,0,282,2,1,10,255,2,1279
0,5,4501,2,1,6,241,3,4878
1,0,1561,0,4,13,63,2,1547
0,3,7084,1,6,10,261,1,2398
0,3,2258,2,4,8,217,3,2717
0,3,8070,0,1,4,155,2,2671
2,0,37,2,7,14,234,1,1209
0,4,5123,2,1,13,151,3,3566
2,0,15,0,5,2,285,1,1737
2,0,5,1,4,0,143,2,1007
0,5,7584,2,5,4,168,0,4851
2,0,12,1,5,1,129,1,1459
0,4,3287,0,7,15,95,2,3073
1,0,1980,0,1,11,224,1,916
0,2,520,1,3,13,104,0,2214
0,5,353,1,3,12,221,2,1469
1,0,1002,0,1,4,172,0,1674
0,2,1059,0,6,11,185,1,1308
0,2,1454,2,1,13,290,1,1386
1,0,408,2,5,13,66,0,1663
0,1,42,0,3,6,60,3,1912
0,2,4955,0,5,6,225,0,1828
2,0,10,0,6,9,85,3,3346
0,4,2430,0,4,9,65,0,3340
1,0,840,2,5,9,83,0,2446
2,0,93,2,4,9,251,3,2300
0,1,5608,2,4,14,85,0,2859
2,0,39,1,2,7,235,0,1876
2,0,16,0,3,10,126,1,1335
1,0,426,2,6,6,279,1,1320
1,0,1234,0,1,10,184,0,2200
1,0,1489,1,5,11,185,2,1249
0,3,2583,2,5,2,79,3,3074
0,2,115,0,2,12,120,3,2509
2,0,53,1,4,11,112,3,2524
1,0,1555,1,4,15,114,1,1351
0,4,8169,2,6,7,271,2,4550
2,0,28,0,1,12,275,1,1440
1,0,505,2,2,9,253,1,1607
1,0,948,2,5,13,158,1,1560
1,0,712,1,1,0,247,1,675
0,2,3363,2,6,13,109,3,2971
2,0,49,1,1,5,271,1,1075
2,0,11,1,6,7,294,2,1528
0,5,9096,1,2,4,87,3,7226
0,1,8948,2,1,5,88,3,3495
2,0,43,2,2,15,91,2,1537
2,0,2,0,6,0,227,3,3189
0,5,9739,0,1,6,246,3,7337
1,0,546,1,5,5,162,0,2936
1,0,1316,2,4,11,170,0,2344
0,1,1212,0,1,6,97,2,2097
2,0,17,2,5,3,155,3,2760
0,4,7011,1,2,9,121,1,3131
1,0,1056,2,1,4,294,3,1960
0,2,7892,0,3,7,202,0,2349
1,0,657,2,2,10,275,1,1557
2,0,40,1,3,7,289,2,919
1,0,1191,1,1,3,246,1,952
0,2,2434,1,5,9,107,2,2057
0,2,8052,2,1,14,132,3,2415
0,1,740,1,1,1,222,0,2405
0,4,3370,0,2,9,286,2,2457
0,5,1041,1,2,9,133,1,1780
0,2,8941,0,4,9,82,1,1510
0,5,8541,1,4,8,156,0,4506
1,0,353,0,3,13,172,0,2584
2,0,65,0,1,9,66,0,1563
0,5,1904,0,4,9,259,3,4171
0,2,6819,2,4,15,76,0,2207
0,4,6673,0,4,9,91,1,2679
2,0,3,0,4,7,169,1,1213
1,0,245,0,4,11,296,0,2280
0,1,1589,1,7,0,257,2,1922
0,5,1047,0,7,11,152,1,2605
0,3,269,2,6,11,136,2,1605
0,5,8073,2,3,7,148,2,4185
2,0,60,1,7,14,154,0,3221
2,0,10,1,1,7,293,1,412
2,0,83,0,4,14,238,3,2919
0,5,6059,0,2,10,296,0,4078
0,3,7238,0,2,8,73,0,2589
0,3,7115,0,4,6,160,2,2515
0,2,8530,2,2,5,270,3,1948
2,0,6,2,6,5,276,1,2233
0,3,8874,0,4,2,122,1,2435
1,0,762,0,1,15,199,3,2867
1,0,263,2,2,11,202,1,1554
2,0,56,1,3,13,155,1,976
1,0,1218,2,2,15,258,1,1846
1,0,1190,2,4,0,94,1,1220
1,0,1340,1,4,13,245,3,2243
1,0,419,0,3,12,118,2,1792
0,2,8383,0,4,1,294,1,1484
2,0,51,1,1,0,71,2,1292
2,0,71,1,6,11,125,1,1858
0,3,4671,0,6,12,231,3,3571
0,2,3320,2,2,2,158,3,2599
1,0,144,1,2,7,84,3,2712
1,0,865,2,1,4,224,3,1965
0,4,185,1,1,1,73,0,1349
1,0,1059,2,5,10,290,3,3075
1,0,1943,1,7,9,202,1,2465
2,0,91,0,1,11,277,1,1309
1,0,1214,2,2,0,286,2,1345
1,0,421,2,7,10,235,0,1869
2,0,61,1,4,13,57,2,775
0,5,5642,2,3,8,247,2,3959
0,2,6428,2,1,6,91,3,2333
1,0,490,0,3,12,140,2,1137
0,2,1927,1,2,9,235,1,1599
2,0,60,1,1,1,52,0,1392
0,2,6181,2,7,5,66,2,1588
1,0,1134,0,2,13,109,3,2388
0,1,6441,0,3,12,82,2,3655
1,0,645,1,1,2,299,0,2369
1,0,15,0,7,12,252,1,1344
2,0,4,2,5,0,64,3,1792
2,0,53,1,3,14,141,3,3125
1,0,1387,2,2,3,236,0,2106
2,0,39,1,1,3,57,0,1309
0,2,3002,0,3,1,232,3,2415
2,0,71,0,4,8,203,0,2711
0,2,3175,1,1,0,258,2,1290
2,0,91,2,2,8,179,1,694
2,0,50,1,1,0,230,1,910
1,0,804,0,2,14,112,0,2485
0,3,3754,1,6,0,152,2,1757
1,0,25,2,7,5,249,3,2153
0,1,2635,0,1,0,160,1,2031
1,0,1427,0,6,1,56,2,1477
2,0,73,0,6,7,94,3,2085
2,0,88,1,6,5,193,2,1210
2,0,31,2,5,2,121,2,1898
1,0,1495,0,4,7,243,0,1785
0,5,9933,0,3,9,119,0,4824
0,3,8869,2,6,6,172,0,2281
0,5,3468,2,4,3,238,1,2416
1,0,916,0,5,1,166,1,1394
2,0,63,0,2,11,79,1,1308
2,0,25,1,1,8,118,1,878
1,0,1779,0,1,2,65,2,1293
0,5,9759,2,6,12,107,0,5424
1,0,1669,1,1,15,94,3,2600
2,0,2,1,5,5,278,1,1071
1,0,1292,0,1,1,79,0,1767
1,0,1011,2,6,2,267,0,2324
1,0,1182,2,6,3,294,3,3606
1,0,982,2,2,14,166,2,1683
0,3,4222,2,5,0,226,0,2262
1,0,1065,0,5,9,240,0,1942
2,0,83,0,6,7,253,3,1860
0,5,7598,0,6,15,56,1,4462
2,0,9,1,2,1,273,3,2031
2,0,7,2,4,3,266,0,1546
1,0,833,1,5,15,202,1,1475
0,1,4136,0,2,5,170,3,4105
2,0,20,2,5,15,178,1,1405
2,0,45,0,4,0,297,1,2070
1,0,853,0,2,14,88,3,2573
0,2,1388,1,4,0,80,1,1471
1,0,718,0,7,5,290,3,3427
2,0,43,1,3,3,238,2,1152
1,0,97,2,3,13,85,2,1165
1,0,1149,1,3,15,136,3,2682
0,4,4917,0,7,6,95,1,2634
0,1,3038,0,7,10,213,0,2541
2,0,16,0,4,8,254,2,1160
0,5,1657,0,2,13,298,2,2431
2,0,49,0,5,14,126,3,3685
2,0,65,1,6,6,76,0,2133
0,5,2439,0,3,10,95,3,2799
1,0,205,1,5,8,233,1,1682
2,0,20,0,1,8,168,0,1306
2,0,86,1,2,10,169,3,2006
1,0,149,2,6,10,190,0,3537
2,0,70,1,1,13,129,3,2993
0,1,9151,2,7,2,295,0,4359
2,0,92,2,4,15,188,3,2528
2,0,5,1,2,2,202,0,1851
1,0,1295,0,7,12,271,0,2388
1,0,1475,0,3,5,53,1,1409
0,4,1197,0,6,11,132,2,1890
1,0,1467,1,4,0,130,3,3110
0,4,1526,2,2,10,121,2,1373
0,2,4621,1,4,1,89,1,2029
0,4,3953,0,6,2,175,3,4064
2,0,60,1,1,15,59,1,973
2,0,68,2,2,4,88,0,1265
0,2,2184,0,6,1,213,2,2218
2,0,3,1,5,10,222,0,1727
1,0,1707,1,1,2,268,0,1865
0,1,1655,0,6,0,115,3,2500
0,1,5746,0,7,4,294,3,5098
1,0,1166,1,5,14,248,2,1674
0,3,1844,2,7,6,112,3,2011
2,0,66,1,7,10,100,3,2774
2,0,9,2,4,12,298,1,1101
0,4,8133,0,4,15,243,2,4372
1,0,1893,2,2,12,139,2,1686
2,0,59,0,7,9,232,3,2361
0,5,6388,1,3,15,170,0,4605
1,0,678,0,1,3,173,0,1841
0,1,4861,1,6,12,151,0,3459
0,2,1098,2,6,10,220,2,1352
0,1,8031,0,1,9,287,2,3340
0,4,3597,2,6,6,254,3,2906
2,0,27,0,5,15,204,2,1443
0,5,2019,2,5,8,114,3,2624
0,2,4880,0,1,15,118,2,1513
1,0,494,0,4,10,221,1,1141
1,0,787,0,4,8,93,2,1745
2,0,24,2,1,14,159,1,940
1,0,1529,1,2,9,204,0,2056
1,0,1088,0,5,14,272,3,2814
1,0,966,1,2,15,214,3,3006
0,4,6691,2,5,6,262,0,4065
2,0,49,1,7,1,227,3,3159
1,0,539,0,2,10,241,3,2978
0,4,2411,1,7,1,74,1,2292
0,2,5689,1,7,0,116,1,2253
1,0,421,1,7,2,162,0,2108
0,2,625,1,1,10,217,2,1605
2,0,63,0,7,2,269,0,2450
2,0,15,0,7,11,63,3,2691
1,0,1986,2,2,4,194,0,2713
2,0,37,1,5,2,245,3,3370
1,0,1824,0,7,4,106,1,1440
0,2,3102,0,3,0,88,2,1637
2,0,6,2,1,12,193,1,876
2,0,98,2,7,5,265,2,1973
1,0,723,0,6,4,82,3,2925
1,0,1763,2,4,8,54,2,1157
2,0,79,2,7,8,119,0,2249
0,4,8769,0,2,15,88,1,3406
1,0,1979,1,1,8,156,1,1478
2,0,48,0,2,12,228,0,2503
0,1,8909,2,4,2,266,2,3272
1,0,1657,0,5,15,101,1,1791
2,0,54,2,3,0,128,2,1751
2,0,45,2,5,9,296,1,1718
1,0,1016,0,4,10,108,0,1963
0,5,1999,1,3,4,294,3,4741
1,0,712,0,6,6,68,2,1323
1,0,1779,1,3,6,126,1,921
0,1,3215,1,6,10,65,1,1636
1,0,1624,0,3,14,118,1,1473
1,0,553,0,4,2,110,3,3007
2,0,93,2,6,8,203,3,3500
2,0,66,2,1,14,185,0,2496
1,0,1582,0,7,11,67,2,1352
0,5,7233,2,6,8,149,2,3764
0,1,1188,0,5,4,183,2,1102
1,0,1544,0,6,6,298,0,2337
1,0,1045,2,2,5,274,2,1341
0,4,9368,2,4,2,119,0,4656
2,0,95,1,4,13,104,2,1372
1,0,1105,0,2,7,92,2,1074
2,0,89,0,6,4,134,0,2047
0,3,7827,0,2,2,144,0,3630
2,0,23,1,5,12,291,2,2358
0,4,1300,2,5,9,159,3,3423
1,0,810,2,3,3,110,1,851
2,0,25,0,3,8,130,0,1628
2,0,62,2,5,0,56,0,1641
1,0,1634,0,4,2,133,2,2032
0,3,8366,2,6,4,261,0,3287
0,1,9901,1,1,7,149,2,4765
1,0,57,0,6,14,285,2,2233
0,4,9662,0,2,10,50,1,3314
0,2,4009,1,7,9,116,0,1937
1,0,1877,0,6,9,178,1,1487
2,0,20,0,6,14,88,0,1458
0,2,3438,1,6,13,117,0,1669
2,0,95,0,2,10,195,1,819
2,0,68,2,6,7,73,0,1155
1,0,801,2,3,13,187,1,942
2,0,61,1,3,3,241,1,710
0,5,343,0,1,12,280,0,2200
2,0,64,0,7,15,182,0,2206
1,0,1656,1,6,1,112,0,2497
2,0,92,0,1,13,299,3,2387
1,0,1062,0,2,7,67,1,535
1,0,1292,0,6,2,70,2,1922
2,0,10,2,4,6,58,0,1778
2,0,78,0,4,1,51,2,1854
2,0,74,1,2,9,175,0,2168
1,0,1342,1,6,15,164,3,2304
2,0,19,1,7,12,117,1,1657
2,0,66,1,1,1,159,2,1125
0,3,7585,0,5,5,67,1,2428
0,2,1762,1,7,8,234,1,1685
